Geneid	e10HeartOGAWTFemale	e10LiverOGAWTFemale	e2HeartOGAKOFemale	e2LiverOGAKOFemale	e3HeartOGAKOMale	e3LiverOGAKOMale	e5HeartOGAWTFemale	e5LiverOGAWTFemale	e6HeartOGAKOFemale	e6LiverOGAKOFemale	e7HeartOGAWTMale	e7LiverOGAWTMale
ENSMUSG00000085507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028033	99.33	24	153	8.5	90.83	2	132.17	9	139.17	9	183.44	13.2
ENSMUSG00000104138	0	1	0	0	0	0	0	0.1	0	0	0	0
ENSMUSG00000082935	479.62	398.67	615.5	377	573.18	115.33	675.53	276.33	417	335.17	703.33	423.17
ENSMUSG00000103748	0	0	1	0	0	1	0	0	0	0.29	0	0
ENSMUSG00000099692	2.17	3.17	2.81	2.42	3.75	0	3.08	1.92	1.08	2.62	3.06	2.92
ENSMUSG00000100418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041670	21	1.12	27.58	0	14.14	0.67	38.33	1.12	32.12	1	34.39	0
ENSMUSG00000097642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101468	0.38	0	0	0	0.25	0	0	0	0.25	0	0	0.12
ENSMUSG00000101227	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000073730	1.11	0.41	0.48	0.55	0.34	2.29	0.17	0.39	0.12	1.39	0.17	0.25
ENSMUSG00000089553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102766	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000065405	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097970	1	2	2	0	2	2	2	1	2	2	1	1
ENSMUSG00000065567	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000100775	1	0	0	1	2	0	0	0	3	1	1	1
ENSMUSG00000101226	0	0	0	0	0.2	0	0	0	0	0	0	0
ENSMUSG00000026158	327.5	507.67	432.33	669.92	361.79	163.42	581.17	379.5	349.17	622	512.62	488.42
ENSMUSG00000097920	3.1	2	3.1	1	1.2	0	6.7	0.1	3.7	1.11	7	2
ENSMUSG00000099503	0	0	0	1	0	0	0	0	0	0	0	0.5
ENSMUSG00000026156	260.25	420.08	313.42	389.25	327	106.5	360.75	293.5	236.31	382.1	329.68	388.58
ENSMUSG00000026155	532.86	815.14	609.53	782.75	693.1	245.5	755.85	568	489.93	807.1	692.68	797.08
ENSMUSG00000026154	279	154.5	218.5	105	101.5	21	375.5	116	152	125	350.5	142
ENSMUSG00000102495	3	2.5	2.5	0	0.5	0	3.75	1.5	2	2	2.5	1
ENSMUSG00000026153	1036.28	710	1155.2	470.2	1030.25	268	1425.5	385.1	932	568.5	1507.24	613
ENSMUSG00000102398	3.1	0	5	0	4.17	0.14	7	0	0	0	3.83	0
ENSMUSG00000097670	0	0	0	0	0	0	0.33	0	0	0	0	0
ENSMUSG00000026147	16	2.17	34	0	30.17	0	4	0	29.75	1	9.25	0.14
ENSMUSG00000026141	1	0	0	1	1	0	2.2	0	0.25	0	0	0.11
ENSMUSG00000077463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099997	305.39	352.13	278.46	324.65	183.04	48.58	429.27	234.67	226.96	267.56	227.89	284.84
ENSMUSG00000100131	58919.58	28581.41	72438.81	21112.52	49126.21	6810.9	68950.69	15329.92	51599.76	19460.09	69299.44	13915.25
ENSMUSG00000067736	13533.73	6556.47	16424.26	4943.04	11247.42	1534.02	15811	3366.25	11822.55	4434.42	16192.71	3203.79
ENSMUSG00000101939	18284.09	7773.31	20938.87	6866.59	13233.37	1936.58	24382.33	5447.63	15595.85	7579.37	20786.21	5135.01
ENSMUSG00000101111	137749.61	60284.84	159257.74	51242.08	124684.51	15141.47	178973.62	37948.9	121095.65	51799.51	182329.32	40377.5
ENSMUSG00000100862	148169.37	71236.27	175884.94	62094.04	145701.01	20900.53	185421.75	46686.09	131487.31	63056.4	196199.36	53012.54
ENSMUSG00000102070	116126.9	50981.12	147825.45	43509.23	118396.76	13554.35	149384.37	29744.22	111254.26	40853.96	141253.35	26534.64
ENSMUSG00000101249	96432.23	48703.88	125513.11	42582.81	110780.13	13904.28	118089.26	27232.74	92533.22	37761.56	126566.6	25651.96
ENSMUSG00000073725	655.39	940.75	792.57	737.88	815.62	346.67	964.37	566.75	620.64	843.37	969.25	807.83
ENSMUSG00000100808	0	0.1	0	0	0	0	0.25	0	0	0	0.37	0
ENSMUSG00000100483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100450	7.3	6.46	10.59	6.13	8.08	2.07	7.76	5.55	7.48	6.57	8.81	5.56
ENSMUSG00000099392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033569	2	2	5.12	0.1	7	0	2.14	0	4.55	1	5	0.5
ENSMUSG00000080849	2.41	6.81	6.73	5.67	6.3	1.11	8.49	4.47	4.17	5.67	7.75	8.03
ENSMUSG00000104257	0	0	0.14	0	0	0	0	0	0	0	0	0
ENSMUSG00000119153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296	0	0	0	0	0.1	0	0	0	0	0	0	0
ENSMUSG00000103209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104027	0	0.67	0	0.17	0	0	0	1.17	0.11	0.17	0	0
ENSMUSG00000102407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103214	0	0	0	0	0	0	0.33	0	0	0	0	0
ENSMUSG00000104100	0	0	0	0	0	0	0.33	0	0	0	0	0.2
ENSMUSG00000084740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101301	0.12	0	0.33	0	0	0	1	0	0	0	0	0
ENSMUSG00000104221	0	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00000102250	0	0	0.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000102317	0	0	0	0	1	0	0	0	0	0.17	0	0
ENSMUSG00000103563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102465	0	0	0.14	0	0	0	0	0	0	0	0	0
ENSMUSG00000102659	0	0	0	0	0	0	0	0.12	1	0.33	0	0
ENSMUSG00000103924	0	0	0.5	0	0.33	0	0	0	0	0	0	0
ENSMUSG00000104132	0	0	0	0.11	0	0	0	0	0.25	0	0	0
ENSMUSG00000102747	0	0.5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458	0.2	0.11	0	0	0.2	0	0.5	0	0.95	0.5	0	0.33
ENSMUSG00000088111	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	0	0	0.39	0	0	0	0	0	0	0	0	0
ENSMUSG00000119695	0	0	0	0	0	0.33	0	0	0	0	0	0
ENSMUSG00000100310	0.17	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101514	0.17	41	0.07	64.75	0.25	5	0	27.5	0.17	62.5	0	34.5
ENSMUSG00000101033	0	7	0.07	15.25	0.25	1	0	3.5	0.17	15.5	0	7.5
ENSMUSG00000101372	27.11	27.17	35.83	18.08	23	6.5	42.53	17.5	26	19.5	23.5	19.17
ENSMUSG00000103241	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000086240	18.83	28.17	22.08	30.17	15	3.33	41	24.25	13	24.83	29.5	23
ENSMUSG00000048411	0	0	0.25	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557	18.33	9.83	25.33	7.5	11.5	1	26.96	9.33	16	8	21.25	11.67
ENSMUSG00000058590	0.47	1.31	0	1.14	0.2	0.33	0.48	0.17	0.33	0.31	0	0.53
ENSMUSG00000101235	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	0	0	0	0	0.33	0	0	0	0	0	0	0
ENSMUSG00000099492	582.68	630.48	679.94	556.77	442.83	131.25	788.32	445.76	470.4	570.02	674.61	675.8
ENSMUSG00000118548	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101726	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00002075317	0	0	0.1	0	0	0	0	0	0	0	0	0
ENSMUSG00002075289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	0	0	0.12	0.25	0	0	0	0	0	0	0	0
ENSMUSG00000100261	41.83	39.83	49.75	27.33	37	6.5	66.2	28.6	40	34.58	51.08	21.08
ENSMUSG00000101180	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000048874	1104.08	1223.42	1796.44	1136.83	1966.5	685	1638.14	776.5	1361.17	1141.52	1807.37	1097.87
ENSMUSG00000103783	0.5	1.5	0.83	0	1	0	1.67	1	2.33	0	1.5	0
ENSMUSG00000104315	1	0	0	2	0	2	0	1	0	1	1	1
ENSMUSG00000026064	516.24	720.62	460.96	475.4	460.23	464.8	652.26	398.64	314.08	597.38	562.28	402.91
ENSMUSG00000117310	520.39	712.02	466.69	476.6	463.18	473.24	663.23	404.97	325.44	593.13	568.68	413.22
ENSMUSG00000117091	0.5	0	0	0.33	0	0	0	0	0	0	0	0
ENSMUSG00000086726	0	0	0	0	0	0	0	0	0	0	0	0.33
ENSMUSG00000086727	0.6	6	0	4.33	0	0	2	2	1	4	0	2.33
ENSMUSG00000100237	0	0	0	1	0	0	0.25	1	0	3	0	0
ENSMUSG00002076113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100910	0	2	1	0	0	0	1	2	0	2.3	1.14	0
ENSMUSG00000099796	1.5	0	2.83	0	1.67	0.46	4.33	0	1.33	0.33	2.67	0
ENSMUSG00000050217	0	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000026063	0	0	0	0	0.17	0	0	0	0	0	0.33	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592	0	0	0	0.25	0	0	0	0	0	0	0	0
ENSMUSG00000094215	0.1	0	0	0	0	0	0	0	0	0	0	0.33
ENSMUSG00000101093	0.2	0	0.93	0.32	0.43	0	0.74	0.1	0.45	0.2	0.31	0.51
ENSMUSG00000070960	54.98	121.99	57.17	141.92	49.83	38.83	82.95	91.2	47.17	140.17	97.5	104.68
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	1.87	1	2.1	0.2	0.54	0	2.16	0.5	1.3	0.45	1.82	0.5
ENSMUSG00000026058	11.56	2.76	9.08	1.91	2.38	0.17	19.6	1.06	11.43	2.32	5.01	2.2
ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000104498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102865	0	0.1	0	0	0	0	0.25	0	0.25	0	0	0
ENSMUSG00000102321	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091318	0	0.1	0	0	0	0	0.25	0	0.25	0	0	0
ENSMUSG00000089489	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSMUSG00000102917	0.11	0.57	0.12	0.24	0.21	0.22	0.12	0	0.21	0.12	0.12	0
ENSMUSG00000100481	85.95	61.1	123.59	62.78	109.2	12.67	112.2	48	85.62	58.23	111.51	71.25
ENSMUSG00000100590	4.74	3	7	3.5	5.5	3	8.5	2.5	2	6.5	5.62	3.5
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612	2	3.5	6.5	3	1.5	1	5	2	4.5	1	3.61	1.5
ENSMUSG00000065260	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	133	503.5	194	380	80.2	67	218.12	339	133	324.2	127	466
ENSMUSG00000101682	10.45	10.14	16.94	12.44	8.56	2.85	9.33	9.56	9.06	13.35	10.76	13.7
ENSMUSG00000102714	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102093	0.2	0	0.2	0.17	0.75	0	0	1.31	0	0	0.49	0.2
ENSMUSG00000103746	1	4	2	5	1	1	8	5.25	4	8	7	13
ENSMUSG00000102198	0	0.1	0	0	0.33	0	0.2	0.1	0	0	0	0
ENSMUSG00000121274	5	1	3	1	2	1.5	4	1	3	1.5	4.1	2
ENSMUSG00000004768	205.12	70	237.1	65	135.4	34.5	356.5	49	179	65.5	296.35	68
ENSMUSG00000042215	789	178	712	148.5	518.67	31.5	930.49	127	518	109.75	758.08	144.5
ENSMUSG00000103072	40.5	13.5	42.5	4.5	24.5	1.5	55.83	7.5	27	6.5	42.92	9.5
ENSMUSG00000042197	459.11	385.03	699.14	314	638	115	662	256	523	314.11	703	329
ENSMUSG00000081402	100.42	89.75	142.28	96.92	77.58	19.33	141.74	58.42	91.25	79.08	140.42	92.35
ENSMUSG00000042182	86	4.11	139	5	59	1.45	109.6	2.11	105	5.11	53	1.31
ENSMUSG00000104416	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026131	2592.08	2163.37	4006.78	1707.75	3522.21	1641.03	3851.01	1145.56	2991.96	1703.27	4006.12	1410.2
ENSMUSG00000103596	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000099382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364	5	0	0	1	0	0	2	1	1	1	1	0
ENSMUSG00000105982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992	12	7.22	19.85	4.11	20	2.61	16.06	3.5	17	2.6	16	0
ENSMUSG00000103001	25	28.5	39.75	21.25	31	23	41.25	13.25	23.25	24.25	36.42	15
ENSMUSG00000104397	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206	0	0.54	1	0	0.17	0	0.12	0.14	0	0.8	0.12	0.14
ENSMUSG00000101462	4.11	1.5	1	4.14	2.14	0	5	1	5	2	12.5	2
ENSMUSG00000102336	51.24	7	36.33	7	23.1	5	60.94	8	32	9	69.58	25.11
ENSMUSG00000092852	0	0	0	0	0	0	0.5	0	1	0	0.58	0
ENSMUSG00000042111	355.92	239.67	475.44	225	390	78.5	497.5	179.5	328.5	241	486.68	214.5
ENSMUSG00000101711	32.5	36.5	38.75	18	22.67	7	53	24	31.5	27	31.5	32
ENSMUSG00000026127	706.17	777.44	775.25	576.38	566.87	204	967.62	408.03	573.2	587.11	878.2	672.64
ENSMUSG00000026126	36.7	97	57.86	78.71	25.28	5.61	53.67	63.75	38.5	77.71	57.75	77.36
ENSMUSG00000100280	7.2	23.5	20.75	26.57	5.33	0.5	13.5	17.25	14.5	18.6	14.5	23.5
ENSMUSG00000101223	1	1	1	2	0	0	2	0	0	2	0	0
ENSMUSG00000026125	0.17	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124	0	0	0	0	0	0	0	0	0	0	0.25	0
ENSMUSG00000101803	0	0	0.5	0	0	0.33	0.54	0	0.36	0	0.14	0.35
ENSMUSG00000037529	0	0.12	0.1	0	0	0	0	0	0	0	0	0.17
ENSMUSG00000045815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045174	0	0.17	0	0	0.37	0	1	0	1	0	0.5	0.2
ENSMUSG00000100524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104098	0	0	0	0	0	0	0	0	0	0	0.25	0
ENSMUSG00000037509	57	30.5	73.9	26.5	56.44	12.91	121.11	24	72.83	30.14	62.9	31.11
ENSMUSG00000102537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118272	0.5	0	0	0.5	1	0.5	1	0	1	0	0	0
ENSMUSG00000104002	6.5	3	4.5	9	6	1.5	13	2	13	2	9.5	2.5
ENSMUSG00000037503	2715.42	1948.33	4022.37	1619.7	2699.83	721.5	4131.64	1212	2833.37	1786.11	3619.22	1642.49
ENSMUSG00000104358	2.5	1.67	5.75	1	1.5	0.5	5.5	0.17	1	1.5	5	3.5
ENSMUSG00000026123	1927.78	287.2	1624.59	180.33	718.14	52.49	2469.98	186.33	1103.34	202	1775	242.14
ENSMUSG00000103716	0	0.1	0	0	0.5	1	0	0	0.14	0.17	0.2	0
ENSMUSG00000103548	25.33	9.33	29.08	10.25	20.17	0.5	34.25	11.33	16.67	8	26.83	14.17
ENSMUSG00000103760	17.33	11.67	18	13	16	2.83	34.17	10.33	16	9.5	25.58	7.83
ENSMUSG00000103997	0.5	0	0	0	0	0	1.5	0.5	0	0.5	0	0
ENSMUSG00000077231	0	0	0	0.2	0	0	0	0	0	0	0	0
ENSMUSG00000104417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	0.12	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	2	0	5	1	1	0	6	0	4	1	9	1
ENSMUSG00000103096	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSMUSG00000102279	0	0.12	0	0	0	0	0	0	0	0.17	0	0
ENSMUSG00000103708	0	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000104201	0	0	0	0.1	0	0	0	0	0	1	0	0
ENSMUSG00000102434	0	0	0	0	0	0	0	0	0	0	0	0.5
ENSMUSG00000045216	994.83	3902.7	1196.83	3102.37	847	629.25	1473.67	2157.5	894	2756.7	1421.83	2564.26
ENSMUSG00000104523	81.5	311.75	91.5	269.5	52	51.25	118.5	189.5	66	246.06	91.12	207.06
ENSMUSG00000102202	2	46	5	51	2	17	6	37.5	1	23	6	122
ENSMUSG00000037470	1029.75	1639.95	1380.25	1092.05	1112.58	336.83	1567.45	993.83	1004.67	1040.95	1316.92	1173.67
ENSMUSG00000098752	0.25	0.25	0.25	0.25	0.75	0	0.25	0	0.5	0.25	0.25	0
ENSMUSG00000047180	85.17	207.25	128.03	153	87.5	44	155.5	132.5	71.83	139	142.5	138.5
ENSMUSG00000037447	262.1	192.42	431.35	119	628.1	80.2	373.24	128.12	224.67	120.48	249.83	127
ENSMUSG00000102762	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000010453	1346.6	758.6	2362.92	1031.64	2550.08	749	2125.75	478	1869.36	1033.29	2318.61	763.5
ENSMUSG00000098680	0	0	0.25	0.5	0.6	2	0.25	0	0.25	0.5	0.25	0
ENSMUSG00000037432	33.61	21	39.5	18.75	16.14	5.74	49	14.17	39	18.25	40	16.5
ENSMUSG00000001143	470.5	228.5	629.21	189.5	302.1	47.33	651.17	157.5	438.1	209.75	391.25	183.6
ENSMUSG00000037408	114.6	96.5	149.75	102	127	103	158	70.5	109.12	88.67	153.81	88
ENSMUSG00000104316	0	1	1.5	0.1	0	0	0	0	1	0	0	1
ENSMUSG00002075980	1.5	4.5	6	2	3.5	1.5	4	0.5	2.5	3.5	2.5	2
ENSMUSG00000001138	371.83	265.53	829.56	333.75	864.34	176	573.6	158.6	801.09	415.81	875.27	233.08
ENSMUSG00000102845	3	1.75	8.11	5.5	3.37	1	4.5	0	8.83	2.64	5.5	1.08
ENSMUSG00000067653	339.17	24	602.33	22.33	808.43	7.5	376.04	12.5	397.43	21	406	15.5
ENSMUSG00000109510	329.17	25.5	553.75	23.33	716.27	10.5	372.75	17.5	376.25	20.75	380	20
ENSMUSG00000079610	180.28	60.5	227.92	51.33	215.5	16.67	290.44	43	171.62	53.25	273	49.5
ENSMUSG00000026121	513	282.25	716	195.5	578.5	126.65	775	145	483.5	218.5	817	209.5
ENSMUSG00000087589	89.5	14	123.5	11.5	89.83	8.82	129.33	12.5	84.5	21	120.5	19.5
ENSMUSG00000046337	8.67	7	4.83	3	2.14	5.5	8.5	1.5	4	5.5	9.67	3
ENSMUSG00000089906	76.66	116.11	144.01	137.44	136.86	41.75	142.36	67.26	87.14	126.37	116.37	99.52
ENSMUSG00002075377	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518	6504.55	2088.65	7329.39	1904.5	5548.53	438.62	9899.84	1215.08	4908.93	1761.31	8968.24	1981.98
ENSMUSG00000037351	2348.78	1204.33	2780.08	925.33	2217.84	406	3344.71	715.33	1956.24	948.45	3108.84	1049.5
ENSMUSG00000102416	0	1	2	0	0	0	1	0	1	0	1	0
ENSMUSG00000104237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026117	4	10.54	4.5	7.25	1.58	0	5	9.25	4.33	6	2.5	4
ENSMUSG00000097291	0	0	0	0	0	0.5	0	0	0	0	0	0
ENSMUSG00000026116	1252.3	1971.27	1848.72	2047.03	1713	1107	1840.04	1245.13	1430	1949.11	1892.67	1833.25
ENSMUSG00000103016	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000102930	0	2	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000103159	0.17	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000080054	113.68	192.54	158.06	192.21	137.09	57.93	177.98	138.74	108.46	205.57	155.15	197.27
ENSMUSG00000119706	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000050122	4.31	59.5	4	42	0	10	4.11	26.5	1	51	2.29	30
ENSMUSG00000103603	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026114	0	0.14	0	0	1	0	0.5	0.48	0	0	1	0
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113	458	455	594.98	466.5	519.58	189.14	738.17	237	450.33	500.28	650.62	308
ENSMUSG00000086064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102879	0	0	0	0.11	0	0	0	0	0	0	0	0
ENSMUSG00000026112	2887.19	1630.47	2395.13	1275.2	1812.11	678.12	3665.17	1086.58	1768.69	1274.44	4017.11	2026.69
ENSMUSG00000026111	438.33	595	569	546	477	160	673	417	422	567	656	573
ENSMUSG00000026110	327.69	113.33	363	72	472	27	494.08	63.32	242.22	71	515.28	81
ENSMUSG00000103948	1.42	2.38	1.5	1.5	3	0.75	3.75	1.17	0.75	1.25	1.42	3
ENSMUSG00000087233	0.92	0.38	0.67	0.5	0.5	0.25	1.25	0.67	0.25	0.25	0.42	1.5
ENSMUSG00000026090	49	11.2	131.11	11	144	0	108.17	8	109.25	8.64	64	9.2
ENSMUSG00000089767	0	0	0	0	0	0	0.5	0	0	0	0	0
ENSMUSG00000104365	0	0	0	0	0	0	0.11	0	0	0	0	0
ENSMUSG00000102650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060771	86	31.77	119.64	22.2	131.35	4.95	99.1	19.2	92.46	12.17	126.5	27
ENSMUSG00000097268	0	2	0	0	0	0	0	0	0	0.17	0.5	0
ENSMUSG00000037216	79	57	102.7	39	98.5	11.8	113.5	24	82	45	112.62	33.7
ENSMUSG00000026088	79.72	114.25	119.38	134.24	79.5	23	117.22	97	74.22	92.12	127.97	114.46
ENSMUSG00000026087	1588.31	740.75	1534.33	620.92	1077.09	170.2	2152.79	490.68	1070.2	614.42	1730.87	750.71
ENSMUSG00000061584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087374	1	0	0	0.5	0.39	0.25	1	0	0.95	0	0	1
ENSMUSG00000026085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076708	0	0	0	0	0	0	0	0	0	0	0	0.33
ENSMUSG00000058407	867.81	724.25	1262.75	752.83	1123.23	201.33	1331.93	543.83	901.12	635.58	1218.53	632.08
ENSMUSG00000026083	1962.24	2371.67	2154.01	2068.54	1827.25	578.92	2522.2	1611.5	1410.7	2140.39	2326.94	1919.25
ENSMUSG00000026082	481.61	502.67	508.5	440.25	582.39	117.85	614.83	276.5	359.92	429	635.83	350.25
ENSMUSG00000103804	1	5	2	2	2	0	2	0	1	1	0	1
ENSMUSG00000102716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037138	124	121.25	217.77	93	137.5	16.72	160.2	59.25	142.14	73	128.93	111.1
ENSMUSG00000085391	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000085280	0	1.33	0	0.2	0	0.17	0	0	0	1.33	0	1.17
ENSMUSG00000087131	0.25	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102984	0	2	0.5	0	0	0	0	0	0	0	0.33	0
ENSMUSG00000102541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	57	3.2	110.11	1.2	135.5	0	76.1	1.33	82	0.83	88.5	1
ENSMUSG00000026080	27	6.47	42	2	17	7.7	36	5	15.5	3.14	31.29	6
ENSMUSG00000103647	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102447	2.73	2.43	2.44	4.06	3.67	0.14	5.82	5.65	1.29	4.29	1.76	7.87
ENSMUSG00000067604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026078	1126.67	369	1019.58	249	747.17	71.5	1560.83	254	628.5	225	1404.64	357.5
ENSMUSG00000103046	11	2	11.33	3	12.17	0	26	2	5	2	11	3
ENSMUSG00000104188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103182	0	0	0	0	0	0	0	0.17	0	0.2	0	0.12
ENSMUSG00000098833	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077	345	45.6	407	42	315.7	15	466.83	29.5	319	25.5	348	13
ENSMUSG00000092553	1.33	2.45	1.08	1.08	1.17	0	1.92	0.58	1.08	2	1.08	2.42
ENSMUSG00000092563	1.09	0.86	2.42	1.98	1.22	0.21	1.76	1.51	1.42	3.07	2.49	1.47
ENSMUSG00000073702	1313.05	1362.03	1778.43	1329.62	1431.25	288.09	1957.56	979.88	1219.27	1422.81	1676.6	1381.93
ENSMUSG00000003134	350	1345.1	564	1596.36	701.61	1144.25	575.14	953.75	394.25	1629.61	520.39	1320.48
ENSMUSG00000102607	0	0	0	0	0	0	0.06	0	0	0	0	0
ENSMUSG00000065629	0	0	0	0	0	0.65	0	0	0	0	0	0
ENSMUSG00002076218	0	0	0	0	0	0.65	0	0	0	0	0	0
